projection,format,m,k,n,output_elements,model_bytes,bytes_per_output,bandwidth_gbs,predicted_ms,measured_ms,min_ms,max_ms,measured_over_predicted,effective_gbs,status,max_abs_error,model_note,note,gpu_name,torch_version,timestamp
up_proj,dense_fp16,32,1536,8960,286720,28196864,98.34285714285714,341.4,0.08259186877562977,0.11577600240707397,0.11468800157308578,0.11776000261306763,1.4017845112766814,243.54670582646716,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,dense_fp16,128,1536,8960,1146880,30212096,26.34285714285714,341.4,0.0884947158758055,0.16896000504493713,0.16896000504493713,0.16998399794101715,1.9092665971384952,178.81211587301206,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,int8,1,1536,8960,8960,13889536,1550.1714285714286,341.4,0.04068405389572349,,,,,,unsupported,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm requires M greater than 16 on torch 2.11.0+cu128,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,int8,8,1536,8960,71680,14527488,202.67142857142858,341.4,0.04255268892794376,,,,,,unsupported,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm requires M greater than 16 on torch 2.11.0+cu128,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,int8,32,1536,8960,286720,16714752,58.29642857142857,341.4,0.048959437609841824,0.06348799914121628,0.062463998794555664,0.06451199948787689,1.2967469039810604,263.2741971096206,ok,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm + fp16 scaling epilogue,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,int8,128,1536,8960,1146880,25463808,22.20267857142857,341.4,0.07458643233743409,0.10328000038862228,0.10239999741315842,0.10444799810647964,1.3847022461320653,246.5511996919511,ok,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm + fp16 scaling epilogue,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,nf4,1,1536,8960,8960,7762496,866.35,341.4,0.022737246631517282,0.050175998359918594,0.04915200173854828,0.05119999870657921,2.206775480473833,154.705362199645,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,nf4,8,1536,8960,71680,7909440,110.34375,341.4,0.023167662565905096,0.20787200331687927,0.20684799551963806,0.2088959962129593,8.972506515301031,38.049568358384846,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,nf4,32,1536,8960,286720,8413248,29.343080357142856,341.4,0.024643374340949036,0.2252800017595291,0.22323200106620789,0.22630399465560913,9.14160531113587,37.34573834467812,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,nf4,128,1536,8960,1146880,10428480,9.092912946428571,341.4,0.030546221441124777,0.27955201268196106,0.27852800488471985,0.2805759906768799,9.151770644391274,37.30425654943936,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,sparse_2to4,1,1536,8960,8960,15503872,1730.3428571428572,341.4,0.04541263034563562,0.17919999361038208,0.1759359985589981,0.18969599902629852,3.9460386294845855,86.51714594202849,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,sparse_2to4,8,1536,8960,71680,15650816,218.34285714285716,341.4,0.04584304628002343,0.14847999811172485,0.14131200313568115,0.15360000729560852,3.238877216072495,105.40689789222269,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,sparse_2to4,32,1536,8960,286720,16154624,56.34285714285714,341.4,0.04731875805506737,0.14851199835538864,0.14131200313568115,0.15769599378108978,3.138543876881918,108.77655798114067,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,sparse_2to4,128,1536,8960,1146880,18169856,15.842857142857143,341.4,0.053221605155243115,0.20479999482631683,0.1955839991569519,0.21401600539684296,3.8480612192911474,88.72000224125577,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
up_proj,cuda_sparse_2to4,1,1536,8960,8960,15503872,1730.3428571428572,341.4,0.04541263034563562,0.09318400174379349,0.09318400174379349,0.0942080020904541,2.0519401988955464,166.3791177655947,ok,0.015625,half the fp16 values + 4 metadata bits per group of four + input + output,"handwritten CUDA 2:4 GEMV, 256 threads/output",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,dense_fp16,1,8960,1536,1536,27546112,17933.666666666668,341.4,0.08068574106619801,0.10129600018262863,0.10035199671983719,0.10239999741315842,1.2554386790538503,271.9368183377088,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,dense_fp16,8,8960,1536,12288,27693056,2253.6666666666665,341.4,0.08111615700058582,0.09523200243711472,0.0942080020904541,0.09728000313043594,1.1740201454123,290.7956914828791,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,dense_fp16,32,8960,1536,49152,28196864,573.6666666666666,341.4,0.08259186877562977,0.09566400200128555,0.0942080020904541,0.09728000313043594,1.1582738521290483,294.74894850856316,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,dense_fp16,128,8960,1536,196608,30212096,153.66666666666666,341.4,0.0884947158758055,0.15467199683189392,0.15462400019168854,0.15564799308776855,1.7478105364953358,195.33009606668605,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,int8,1,8960,1536,1536,13793024,8979.833333333334,341.4,0.040401359109548916,,,,,,unsupported,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm requires M greater than 16 on torch 2.11.0+cu128,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,int8,8,8960,1536,12288,13963264,1136.3333333333333,341.4,0.040900011716461626,,,,,,unsupported,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm requires M greater than 16 on torch 2.11.0+cu128,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,int8,32,8960,1536,49152,14546944,295.9583333333333,341.4,0.042609677797305213,0.058368001133203506,0.05830400064587593,0.05939200147986412,1.3698296760388764,249.2280653367236,ok,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm + fp16 scaling epilogue,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,int8,128,8960,1536,196608,16881664,85.86458333333333,341.4,0.049448342120679556,0.0655359998345375,0.06451199948787689,0.06656000018119812,1.3253427116847667,257.5937506503617,ok,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm + fp16 scaling epilogue,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,nf4,1,8960,1536,1536,7762496,5053.708333333333,341.4,0.022737246631517282,0.048128001391887665,0.04608000069856644,0.04915200173854828,2.1167031422870233,161.28855916523528,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,nf4,8,8960,1536,12288,7909440,643.671875,341.4,0.023167662565905096,0.20582400262355804,0.20377600193023682,0.2141440063714981,8.884107407816826,38.428171151962175,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,nf4,32,8960,1536,49152,8413248,171.16796875,341.4,0.024643374340949036,0.20582400262355804,0.20377600193023682,0.20684799551963806,8.352103075492689,40.87593231479136,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,nf4,128,8960,1536,196608,10428480,53.0419921875,341.4,0.030546221441124777,0.26521599292755127,0.26419198513031006,0.2662400007247925,8.682448447469431,39.32070568176006,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:58+00:00
down_proj,sparse_2to4,1,8960,1536,1536,15503872,10093.666666666666,341.4,0.04541263034563562,0.19251199811697006,0.187391996383667,0.2027519941329956,4.239173037363413,80.53457525582309,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
down_proj,sparse_2to4,8,8960,1536,12288,15650816,1273.6666666666667,341.4,0.04584304628002343,0.16179199516773224,0.158720001578331,0.16896000504493713,3.5292592507805205,96.73418010436522,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
down_proj,sparse_2to4,32,8960,1536,49152,16154624,328.6666666666667,341.4,0.04731875805506737,0.1623999997973442,0.1525759994983673,0.18943999707698822,3.432042734687809,99.47428583841774,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
down_proj,sparse_2to4,128,8960,1536,196608,18169856,92.41666666666667,341.4,0.053221605155243115,0.158720001578331,0.15750400722026825,0.16896000504493713,2.9822475499443803,114.47741821646133,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
down_proj,cuda_sparse_2to4,1,8960,1536,1536,15503872,10093.666666666666,341.4,0.04541263034563562,0.06963200122117996,0.06860800087451935,0.07049600034952164,1.533317949020144,222.6544078598762,ok,0.25,half the fp16 values + 4 metadata bits per group of four + input + output,"handwritten CUDA 2:4 GEMV, 256 threads/output",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,dense_fp16,1,1536,151936,151936,467054336,3074.0202190395958,341.4,1.3680560515524312,1.376255989074707,1.3752319812774658,1.3803520202636719,1.0059938607873347,339.36588811069436,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,dense_fp16,8,1536,151936,1215488,469202944,386.02021903959564,341.4,1.3743495723491506,1.4090240001678467,1.4069759845733643,1.4141440391540527,1.0252297003006503,332.99854647196025,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,dense_fp16,32,1536,151936,4861952,476569600,98.02021903959562,341.4,1.3959273579379028,1.4489599466323853,1.4458880424499512,1.45305597782135,1.0379909372740022,328.9046057536815,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,dense_fp16,128,1536,151936,19447808,506036224,26.02021903959562,341.4,1.4822385002929115,3.432447910308838,3.407871961593628,3.433471918106079,2.3157190355199497,147.4272114895602,ok,,fp16 weights + input + output,torch.mm (cuBLAS),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,int8,1,1536,151936,151936,235502336,1550.0101095197979,341.4,0.6898135207967194,,,,,,unsupported,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm requires M greater than 16 on torch 2.11.0+cu128,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,int8,8,1536,151936,1215488,246148608,202.51010951979782,341.4,0.7209976801405975,,,,,,unsupported,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm requires M greater than 16 on torch 2.11.0+cu128,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,int8,32,1536,151936,4861952,282650112,58.13510951979781,341.4,0.827914797891037,0.8755199909210205,0.8744639754295349,0.8785920143127441,1.0575001113052322,322.83684545302117,ok,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm + fp16 scaling epilogue,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,int8,128,1536,151936,19447808,428656128,22.04135951979781,341.4,1.2555832688927944,1.4059039950370789,1.402783989906311,1.410912036895752,1.1197218295819131,304.8971547937701,ok,,int8 weights + fp32 scales + input + int32 write/read + fp16 output,torch._int_mm + fp16 scaling epilogue,NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,nf4,1,1536,151936,151936,131579712,866.0206402695871,341.4,0.38541216168717046,0.7341279983520508,0.7331839799880981,0.7342079877853394,1.9047868005471098,179.23265737768662,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,nf4,8,1536,151936,1215488,133728320,110.02027169334457,341.4,0.39170568248388987,3.237663984298706,3.2337920665740967,3.2471039295196533,8.265552758305633,41.303952679625034,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,nf4,32,1536,151936,4861952,141094976,29.020232203032855,341.4,0.4132834680726421,3.2778239250183105,3.2727038860321045,3.2880640029907227,7.931176004461357,43.04531885409672,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,nf4,128,1536,151936,19447808,170561600,8.770222330454928,341.4,0.4995946104276508,5.260287761688232,5.25926399230957,5.263360023498535,10.529112308048017,32.42438583726076,ok,,NF4 weights + fp32 absmax per 64 + codebook + input + output,"bitsandbytes.matmul_4bit, block size 64",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:00:59+00:00
lm_head,sparse_2to4,1,1536,151936,151936,262852352,1730.0202190395955,341.4,0.7699248740480374,0.9733120203018188,0.9697279930114746,1.0032960176467896,1.264164924539237,270.05969978516333,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:01:00+00:00
lm_head,sparse_2to4,8,1536,151936,1215488,265000960,218.02021903959562,341.4,0.7762183948447569,0.942080020904541,0.9340479969978333,0.9492480158805847,1.2136790717166093,281.29347201903136,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:01:00+00:00
lm_head,sparse_2to4,32,1536,151936,4861952,272367616,56.02021903959562,341.4,0.7977961804335091,0.9697279930114746,0.9625599980354309,0.984063982963562,1.2155084428764007,280.87011818042583,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:01:00+00:00
lm_head,sparse_2to4,128,1536,151936,19447808,301834240,15.520219039595618,341.4,0.8841073227885179,1.9348160028457642,1.9066879749298096,1.9495680332183838,2.188440196087574,156.00152136226725,ok,,half the fp16 values + 4 metadata bits per group of four + input + output,torch sparse semi-structured (cuSPARSELt),NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:01:00+00:00
lm_head,cuda_sparse_2to4,1,1536,151936,151936,262852352,1730.0202190395955,341.4,0.7699248740480374,1.4909440279006958,1.4899200201034546,1.491968035697937,1.9364798802534495,176.2992755469874,ok,0.0625,half the fp16 values + 4 metadata bits per group of four + input + output,"handwritten CUDA 2:4 GEMV, 256 threads/output",NVIDIA GeForce RTX 3060,2.11.0+cu128,2026-09-01T09:01:01+00:00
